timestamp,station,temperature_c,pressure_hpa,humidity_pct
2026-09-07 02:35:00,AWS-E01,32.28,1011.95,47.01
2026-09-07 02:40:00,AWS-E01,32.2,1010.86,47.34
2026-09-07 02:45:00,AWS-E01,31.91,1012.02,45.52
2026-09-07 02:50:00,AWS-E01,31.9,1010.86,46.91
2026-09-07 02:55:00,AWS-E01,31.65,1011.96,45.32
2026-09-07 03:00:00,AWS-E01,32.68,1011.45,45.03
2026-09-07 03:05:00,AWS-E01,32.04,1011.88,44.73
2026-09-07 03:10:00,AWS-E01,31.94,1011.06,44.84
2026-09-07 03:15:00,AWS-E01,31.67,1012.06,43.06
2026-09-07 03:20:00,AWS-E01,33.0,1010.99,45.87
2026-09-07 03:25:00,AWS-E01,31.57,1011.3,45.51
2026-09-07 03:30:00,AWS-E01,31.76,1011.15,46.8
2026-09-07 03:35:00,AWS-E01,32.03,1010.83,45.94
2026-09-07 03:40:00,AWS-E01,32.06,1011.55,45.68
2026-09-07 03:45:00,AWS-E01,32.14,1012.21,44.75
2026-09-07 03:50:00,AWS-E01,32.4,1012.53,46.31
2026-09-07 03:55:00,AWS-E01,31.9,1011.47,47.47
2026-09-07 04:00:00,AWS-E01,31.31,1011.85,44.81
2026-09-07 04:05:00,AWS-E01,31.54,1011.46,46.82
2026-09-07 04:10:00,AWS-E01,31.69,1011.53,47.22
2026-09-07 04:15:00,AWS-E01,32.26,1011.15,45.99
2026-09-07 04:20:00,AWS-E01,30.99,1011.33,46.38
2026-09-07 04:25:00,AWS-E01,31.84,1011.42,47.81
2026-09-07 04:30:00,AWS-E01,31.43,1010.93,45.98
2026-09-07 04:35:00,AWS-E01,31.6,1011.08,48.43
2026-09-07 04:40:00,AWS-E01,31.2,1011.04,46.79
2026-09-07 04:45:00,AWS-E01,30.88,1011.34,49.96
2026-09-07 04:50:00,AWS-E01,31.37,1010.53,52.12
2026-09-07 04:55:00,AWS-E01,31.26,1010.89,47.58
2026-09-07 05:00:00,AWS-E01,31.3,1011.61,49.93
2026-09-07 05:05:00,AWS-E01,30.88,1011.26,48.31
2026-09-07 05:10:00,AWS-E01,30.6,1011.27,51.24
2026-09-07 05:15:00,AWS-E01,30.19,1010.68,48.07
2026-09-07 05:20:00,AWS-E01,30.94,1010.74,50.98
2026-09-07 05:25:00,AWS-E01,30.72,1010.95,49.24
2026-09-07 05:30:00,AWS-E01,30.15,1011.11,50.55
2026-09-07 05:35:00,AWS-E01,30.21,1009.64,49.62
2026-09-07 05:40:00,AWS-E01,30.15,1009.83,52.72
2026-09-07 05:45:00,AWS-E01,29.71,1010.82,50.56
2026-09-07 05:50:00,AWS-E01,29.85,1010.12,52.97
2026-09-07 05:55:00,AWS-E01,29.65,1009.9,51.97
2026-09-07 06:00:00,AWS-E01,29.8,1009.6,52.65
2026-09-07 06:05:00,AWS-E01,29.59,1009.81,53.4
2026-09-07 06:10:00,AWS-E01,29.19,1009.41,52.39
2026-09-07 06:15:00,AWS-E01,30.36,1010.74,54.2
2026-09-07 06:20:00,AWS-E01,29.99,1009.83,56.55
2026-09-07 06:25:00,AWS-E01,29.18,1009.75,53.46
2026-09-07 06:30:00,AWS-E01,29.45,1009.95,56.76
2026-09-07 06:35:00,AWS-E01,29.39,1010.03,57.63
2026-09-07 06:40:00,AWS-E01,29.56,1009.97,54.54
2026-09-07 06:45:00,AWS-E01,28.75,1009.96,53.97
2026-09-07 06:50:00,AWS-E01,29.31,1009.21,57.0
2026-09-07 06:55:00,AWS-E01,28.62,1009.29,56.12
2026-09-07 07:00:00,AWS-E01,28.24,1009.66,60.15
2026-09-07 07:05:00,AWS-E01,28.85,1009.08,57.8
2026-09-07 07:10:00,AWS-E01,28.93,1009.24,56.96
2026-09-07 07:15:00,AWS-E01,29.27,1009.35,56.85
2026-09-07 07:20:00,AWS-E01,27.83,1009.45,60.62
2026-09-07 07:25:00,AWS-E01,28.38,1008.38,58.55
2026-09-07 07:30:00,AWS-E01,27.88,1009.33,59.89
2026-09-07 07:35:00,AWS-E01,28.18,1008.9,61.68
2026-09-07 07:40:00,AWS-E01,27.28,1009.23,59.94
2026-09-07 07:45:00,AWS-E01,27.23,1009.22,61.03
2026-09-07 07:50:00,AWS-E01,27.28,1009.51,61.5
2026-09-07 07:55:00,AWS-E01,27.46,1009.38,62.98
2026-09-07 08:00:00,AWS-E01,27.09,1009.34,63.28
2026-09-07 08:05:00,AWS-E01,27.43,1009.35,62.49
2026-09-07 08:10:00,AWS-E01,27.44,1008.86,63.35
2026-09-07 08:15:00,AWS-E01,27.17,1008.73,63.13
2026-09-07 08:20:00,AWS-E01,27.41,1009.04,61.91
2026-09-07 08:25:00,AWS-E01,26.87,1008.96,64.95
2026-09-07 08:30:00,AWS-E01,26.17,1008.53,67.84
2026-09-07 08:35:00,AWS-E01,26.96,1008.8,64.11
2026-09-07 08:40:00,AWS-E01,26.15,1008.61,64.71
2026-09-07 08:45:00,AWS-E01,26.56,1008.27,65.0
2026-09-07 08:50:00,AWS-E01,26.67,1009.12,67.83
2026-09-07 08:55:00,AWS-E01,26.16,1008.62,67.85
2026-09-07 09:00:00,AWS-E01,25.36,1009.42,67.37
2026-09-07 09:05:00,AWS-E01,25.44,1007.95,66.67
2026-09-07 09:10:00,AWS-E01,26.11,1008.38,68.61
2026-09-07 09:15:00,AWS-E01,25.47,1008.63,66.55
2026-09-07 09:20:00,AWS-E01,25.44,1009.08,69.54
2026-09-07 09:25:00,AWS-E01,25.56,1008.8,71.06
2026-09-07 09:30:00,AWS-E01,25.42,1008.78,68.3
2026-09-07 09:35:00,AWS-E01,25.16,1008.22,68.3
2026-09-07 09:40:00,AWS-E01,24.87,1008.23,73.38
2026-09-07 09:45:00,AWS-E01,24.72,1008.84,70.51
2026-09-07 09:50:00,AWS-E01,25.02,1008.19,73.54
2026-09-07 09:55:00,AWS-E01,24.8,1008.56,72.02
2026-09-07 10:00:00,AWS-E01,24.41,1009.0,72.41
2026-09-07 10:05:00,AWS-E01,24.76,1008.44,73.71
2026-09-07 10:10:00,AWS-E01,24.23,1009.51,72.13
2026-09-07 10:15:00,AWS-E01,23.87,1009.4,74.04
2026-09-07 10:20:00,AWS-E01,23.79,1008.32,73.66
2026-09-07 10:25:00,AWS-E01,23.61,1008.62,72.64
2026-09-07 10:30:00,AWS-E01,23.75,1008.13,75.51
2026-09-07 10:35:00,AWS-E01,24.18,1008.77,74.98
2026-09-07 10:40:00,AWS-E01,23.36,1009.44,75.51
2026-09-07 10:45:00,AWS-E01,23.61,1009.02,74.3
2026-09-07 10:50:00,AWS-E01,23.22,1009.42,78.86
2026-09-07 10:55:00,AWS-E01,23.26,1008.69,78.14
2026-09-07 11:00:00,AWS-E01,22.72,1009.67,78.62
2026-09-07 11:05:00,AWS-E01,23.08,1009.19,77.06
2026-09-07 11:10:00,AWS-E01,23.0,1009.47,75.26
2026-09-07 11:15:00,AWS-E01,23.16,1009.49,81.12
2026-09-07 11:20:00,AWS-E01,22.96,1009.08,78.42
2026-09-07 11:25:00,AWS-E01,22.38,1009.19,77.71
2026-09-07 11:30:00,AWS-E01,23.09,1010.1,79.77
2026-09-07 11:35:00,AWS-E01,22.7,1009.93,81.2
2026-09-07 11:40:00,AWS-E01,22.61,1010.26,79.71
2026-09-07 11:45:00,AWS-E01,22.46,1010.03,81.95
2026-09-07 11:50:00,AWS-E01,22.21,1010.03,81.95
2026-09-07 11:55:00,AWS-E01,22.39,1009.34,78.98
2026-09-07 12:00:00,AWS-E01,22.4,1009.99,79.86
2026-09-07 12:05:00,AWS-E01,21.55,1010.15,82.57
2026-09-07 12:10:00,AWS-E01,21.91,1011.01,77.31
2026-09-07 12:15:00,AWS-E01,21.94,1010.57,81.41
2026-09-07 12:20:00,AWS-E01,22.05,1010.97,79.72
2026-09-07 12:25:00,AWS-E01,22.32,1010.66,81.38
2026-09-07 12:30:00,AWS-E01,21.57,1010.2,81.87
2026-09-07 12:35:00,AWS-E01,21.6,1010.6,82.0
2026-09-07 12:40:00,AWS-E01,21.54,1010.71,81.91
2026-09-07 12:45:00,AWS-E01,21.39,1010.3,81.29
2026-09-07 12:50:00,AWS-E01,21.49,1010.58,86.56
2026-09-07 12:55:00,AWS-E01,21.84,1010.71,86.11
2026-09-07 13:00:00,AWS-E01,21.15,1011.49,81.73
2026-09-07 13:05:00,AWS-E01,21.62,1010.07,86.01
2026-09-07 13:10:00,AWS-E01,20.84,1011.44,83.19
2026-09-07 13:15:00,AWS-E01,21.2,1010.64,84.13
2026-09-07 13:20:00,AWS-E01,21.24,1010.52,83.98
2026-09-07 13:25:00,AWS-E01,21.91,1011.59,83.21
2026-09-07 13:30:00,AWS-E01,21.19,1011.45,85.79
2026-09-07 13:35:00,AWS-E01,20.49,1011.71,84.62
2026-09-07 13:40:00,AWS-E01,20.53,1011.57,83.81
2026-09-07 13:45:00,AWS-E01,21.22,1012.11,82.66
2026-09-07 13:50:00,AWS-E01,21.4,1011.55,83.36
2026-09-07 13:55:00,AWS-E01,21.3,1011.3,82.31
2026-09-07 14:00:00,AWS-E01,21.21,1011.54,84.85
2026-09-07 14:05:00,AWS-E01,21.54,1011.93,83.09
2026-09-07 14:10:00,AWS-E01,20.93,1011.15,84.53
2026-09-07 14:15:00,AWS-E01,21.42,1011.23,87.01
2026-09-07 14:20:00,AWS-E01,20.53,1011.39,86.78
2026-09-07 14:25:00,AWS-E01,20.78,1010.69,84.95
2026-09-07 14:30:00,AWS-E01,20.47,1011.6,84.87
2026-09-07 14:35:00,AWS-E01,21.01,1010.81,87.82
2026-09-07 14:40:00,AWS-E01,21.09,1011.6,85.76
2026-09-07 14:45:00,AWS-E01,21.15,1011.93,84.47
2026-09-07 14:50:00,AWS-E01,21.14,1011.4,82.78
2026-09-07 14:55:00,AWS-E01,20.81,1012.27,85.47
2026-09-07 15:00:00,AWS-E01,21.08,1011.02,86.07
2026-09-07 15:05:00,AWS-E01,20.64,1012.08,83.82
2026-09-07 15:10:00,AWS-E01,21.66,1011.86,85.13
2026-09-07 15:15:00,AWS-E01,21.1,1010.9,84.07
2026-09-07 15:20:00,AWS-E01,21.06,1012.66,84.25
2026-09-07 15:25:00,AWS-E01,21.81,1011.54,80.7
2026-09-07 15:30:00,AWS-E01,20.85,1011.2,83.99
2026-09-07 15:35:00,AWS-E01,20.93,1010.97,85.66
2026-09-07 15:40:00,AWS-E01,20.97,1011.42,83.13
2026-09-07 15:45:00,AWS-E01,21.37,1011.43,84.02
2026-09-07 15:50:00,AWS-E01,21.58,1011.5,82.66
2026-09-07 15:55:00,AWS-E01,21.73,1011.31,84.18
2026-09-07 16:00:00,AWS-E01,22.42,1011.65,83.15
2026-09-07 16:05:00,AWS-E01,20.78,1011.21,81.9
2026-09-07 16:10:00,AWS-E01,21.83,1010.55,85.12
2026-09-07 16:15:00,AWS-E01,21.47,1011.23,84.33
2026-09-07 16:20:00,AWS-E01,21.52,1010.3,81.83
2026-09-07 16:25:00,AWS-E01,21.56,1011.35,83.28
2026-09-07 16:30:00,AWS-E01,21.52,1010.77,83.13
2026-09-07 16:35:00,AWS-E01,22.49,1011.18,83.06
2026-09-07 16:40:00,AWS-E01,22.26,1011.59,79.33
2026-09-07 16:45:00,AWS-E01,22.04,1010.63,83.14
2026-09-07 16:50:00,AWS-E01,22.57,1011.38,80.53
2026-09-07 16:55:00,AWS-E01,21.64,1010.73,80.59
2026-09-07 17:00:00,AWS-E01,21.77,1011.55,84.82
2026-09-07 17:05:00,AWS-E01,21.55,1010.65,81.05
2026-09-07 17:10:00,AWS-E01,22.14,1010.4,79.74
2026-09-07 17:15:00,AWS-E01,22.52,1010.95,76.73
2026-09-07 17:20:00,AWS-E01,22.58,1010.44,81.83
2026-09-07 17:25:00,AWS-E01,22.68,1010.21,77.43
2026-09-07 17:30:00,AWS-E01,22.22,1010.3,77.64
2026-09-07 17:35:00,AWS-E01,23.08,1010.41,78.33
2026-09-07 17:40:00,AWS-E01,22.97,1010.9,80.64
2026-09-07 17:45:00,AWS-E01,23.23,1009.52,79.35
2026-09-07 17:50:00,AWS-E01,22.4,1010.24,77.62
2026-09-07 17:55:00,AWS-E01,23.27,1010.42,77.98
2026-09-07 18:00:00,AWS-E01,22.84,1010.18,76.27
2026-09-07 18:05:00,AWS-E01,23.21,1010.56,77.04
2026-09-07 18:10:00,AWS-E01,23.63,1009.94,76.58
2026-09-07 18:15:00,AWS-E01,23.58,1009.83,77.56
2026-09-07 18:20:00,AWS-E01,23.35,1010.08,77.2
2026-09-07 18:25:00,AWS-E01,23.75,1009.82,76.12
2026-09-07 18:30:00,AWS-E01,23.31,1009.56,74.46
2026-09-07 18:35:00,AWS-E01,24.36,1009.86,75.73
2026-09-07 18:40:00,AWS-E01,23.99,1009.33,74.1
2026-09-07 18:45:00,AWS-E01,24.56,1009.28,72.22
2026-09-07 18:50:00,AWS-E01,24.09,1009.25,72.85
2026-09-07 18:55:00,AWS-E01,24.2,1009.95,73.18
2026-09-07 19:00:00,AWS-E01,24.23,1008.06,74.02
2026-09-07 19:05:00,AWS-E01,24.91,1009.45,71.97
2026-09-07 19:10:00,AWS-E01,24.47,1009.25,70.03
2026-09-07 19:15:00,AWS-E01,25.06,1008.51,71.51
2026-09-07 19:20:00,AWS-E01,24.81,1009.26,71.18
2026-09-07 19:25:00,AWS-E01,24.37,1009.28,70.88
2026-09-07 19:30:00,AWS-E01,24.98,1009.28,71.56
2026-09-07 19:35:00,AWS-E01,24.88,1007.93,71.28
2026-09-07 19:40:00,AWS-E01,25.42,1009.5,68.44
2026-09-07 19:45:00,AWS-E01,25.11,1008.61,67.98
2026-09-07 19:50:00,AWS-E01,25.97,1009.15,66.91
2026-09-07 19:55:00,AWS-E01,25.73,1009.13,69.09
2026-09-07 20:00:00,AWS-E01,25.82,1008.45,69.78
2026-09-07 20:05:00,AWS-E01,26.23,1009.03,66.7
2026-09-07 20:10:00,AWS-E01,26.46,1008.59,66.38
2026-09-07 20:15:00,AWS-E01,26.23,1007.89,68.51
2026-09-07 20:20:00,AWS-E01,26.09,1009.16,66.63
2026-09-07 20:25:00,AWS-E01,25.86,1008.36,66.09
2026-09-07 20:30:00,AWS-E01,26.36,1008.31,63.21
2026-09-07 20:35:00,AWS-E01,26.5,1008.47,65.58
2026-09-07 20:40:00,AWS-E01,26.88,1008.73,62.73
2026-09-07 20:45:00,AWS-E01,26.84,1008.59,61.99
2026-09-07 20:50:00,AWS-E01,27.32,1008.82,62.74
2026-09-07 20:55:00,AWS-E01,26.98,1008.07,61.94
2026-09-07 21:00:00,AWS-E01,27.3,1008.3,62.06
2026-09-07 21:05:00,AWS-E01,27.85,1008.56,59.8
2026-09-07 21:10:00,AWS-E01,27.67,1009.36,62.97
2026-09-07 21:15:00,AWS-E01,27.65,1008.57,62.79
2026-09-07 21:20:00,AWS-E01,27.58,1009.06,57.75
2026-09-07 21:25:00,AWS-E01,27.69,1008.65,61.71
2026-09-07 21:30:00,AWS-E01,27.73,1008.46,58.61
2026-09-07 21:35:00,AWS-E01,27.95,1008.57,60.69
2026-09-07 21:40:00,AWS-E01,28.52,1008.62,58.88
2026-09-07 21:45:00,AWS-E01,28.29,1008.96,58.61
2026-09-07 21:50:00,AWS-E01,28.01,1009.29,57.88
2026-09-07 21:55:00,AWS-E01,29.21,1008.91,59.57
2026-09-07 22:00:00,AWS-E01,28.82,1009.28,55.49
2026-09-07 22:05:00,AWS-E01,28.32,1008.45,57.86
2026-09-07 22:10:00,AWS-E01,28.77,1008.71,58.2
2026-09-07 22:15:00,AWS-E01,29.07,1008.62,57.23
2026-09-07 22:20:00,AWS-E01,29.74,1009.08,59.25
2026-09-07 22:25:00,AWS-E01,28.86,1008.85,54.59
2026-09-07 22:30:00,AWS-E01,29.69,1009.33,56.44
2026-09-07 22:35:00,AWS-E01,29.94,1008.71,54.47
2026-09-07 22:40:00,AWS-E01,29.34,1009.15,56.1
2026-09-07 22:45:00,AWS-E01,29.56,1009.46,53.88
2026-09-07 22:50:00,AWS-E01,29.39,1008.41,52.95
2026-09-07 22:55:00,AWS-E01,29.78,1010.14,55.13
2026-09-07 23:00:00,AWS-E01,29.94,1009.24,52.09
2026-09-07 23:05:00,AWS-E01,30.27,1008.6,50.36
2026-09-07 23:10:00,AWS-E01,30.52,1009.53,51.37
2026-09-07 23:15:00,AWS-E01,29.96,1009.54,52.74
2026-09-07 23:20:00,AWS-E01,29.63,1009.55,53.58
2026-09-07 23:25:00,AWS-E01,30.4,1010.05,51.34
2026-09-07 23:30:00,AWS-E01,30.59,1010.01,52.84
2026-09-07 23:35:00,AWS-E01,30.66,1009.89,48.52
2026-09-07 23:40:00,AWS-E01,30.54,1010.02,49.59
2026-09-07 23:45:00,AWS-E01,30.78,1009.86,49.53
2026-09-07 23:50:00,AWS-E01,31.34,1010.68,49.51
2026-09-07 23:55:00,AWS-E01,31.02,1009.44,49.53
2026-09-08 00:00:00,AWS-E01,30.83,1010.16,50.17
2026-09-08 00:05:00,AWS-E01,30.86,1010.19,48.2
2026-09-08 00:10:00,AWS-E01,31.05,1010.56,48.83
2026-09-08 00:15:00,AWS-E01,31.75,1009.96,48.3
2026-09-08 00:20:00,AWS-E01,31.17,1009.66,46.74
2026-09-08 00:25:00,AWS-E01,31.3,1010.49,47.73
2026-09-08 00:30:00,AWS-E01,31.19,1010.6,47.46
2026-09-08 00:35:00,AWS-E01,31.81,1011.15,47.22
2026-09-08 00:40:00,AWS-E01,32.16,1010.1,47.31
2026-09-08 00:45:00,AWS-E01,31.69,1011.14,47.18
2026-09-08 00:50:00,AWS-E01,31.61,1011.68,46.23
2026-09-08 00:55:00,AWS-E01,31.65,1010.64,48.6
2026-09-08 01:00:00,AWS-E01,30.85,1010.33,44.77
2026-09-08 01:05:00,AWS-E01,31.99,1010.74,45.28
2026-09-08 01:10:00,AWS-E01,31.82,1010.97,50.38
2026-09-08 01:15:00,AWS-E01,31.96,1011.24,44.5
2026-09-08 01:20:00,AWS-E01,31.6,1010.83,43.9
2026-09-08 01:25:00,AWS-E01,31.75,1011.74,46.9
2026-09-08 01:30:00,AWS-E01,31.77,1010.71,42.57
2026-09-08 01:35:00,AWS-E01,32.3,1010.51,45.22
2026-09-08 01:40:00,AWS-E01,31.84,1011.69,48.69
2026-09-08 01:45:00,AWS-E01,32.72,1010.38,43.07
2026-09-08 01:50:00,AWS-E01,32.17,1011.25,42.33
2026-09-08 01:55:00,AWS-E01,31.59,1012.61,42.98
2026-09-08 02:00:00,AWS-E01,32.01,1011.39,46.52
2026-09-08 02:05:00,AWS-E01,31.84,1010.98,46.81
2026-09-08 02:10:00,AWS-E01,31.31,1011.44,44.31
2026-09-08 02:15:00,AWS-E01,32.65,1011.47,46.07
2026-09-08 02:20:00,AWS-E01,32.34,1011.57,47.1
2026-09-08 02:25:00,AWS-E01,32.29,1011.8,47.69
2026-09-08 02:30:00,AWS-E01,32.16,1011.13,44.63
2026-09-08 02:35:00,AWS-E01,31.61,1012.24,41.55
2026-09-08 02:40:00,AWS-E01,31.93,1011.68,43.79
2026-09-08 02:45:00,AWS-E01,32.38,1011.88,44.4
2026-09-08 02:50:00,AWS-E01,31.71,1011.34,44.69
2026-09-08 02:55:00,AWS-E01,31.18,1012.11,44.84
2026-09-08 03:00:00,AWS-E01,31.97,1011.5,46.85
2026-09-08 03:05:00,AWS-E01,31.99,1011.71,47.14
2026-09-08 03:10:00,AWS-E01,32.06,1011.22,45.05
2026-09-08 03:15:00,AWS-E01,32.25,1011.19,47.03
2026-09-08 03:20:00,AWS-E01,32.19,1011.85,46.01
2026-09-08 03:25:00,AWS-E01,32.03,1011.39,45.67
2026-09-08 03:30:00,AWS-E01,32.33,1011.21,47.04
2026-09-08 03:35:00,AWS-E01,31.35,1011.27,45.91
2026-09-08 03:40:00,AWS-E01,32.02,1011.79,49.01
2026-09-08 03:45:00,AWS-E01,32.03,1011.23,43.9
2026-09-08 03:50:00,AWS-E01,31.33,1011.41,45.43
2026-09-08 03:55:00,AWS-E01,31.2,1011.44,46.17
2026-09-08 04:00:00,AWS-E01,31.42,1010.63,47.18
2026-09-08 04:05:00,AWS-E01,31.4,1010.78,48.6
2026-09-08 04:10:00,AWS-E01,31.85,1011.46,46.84
2026-09-08 04:15:00,AWS-E01,31.32,1011.0,44.93
2026-09-08 04:20:00,AWS-E01,31.18,1011.67,48.52
2026-09-08 04:25:00,AWS-E01,31.21,1011.59,48.6
2026-09-08 04:30:00,AWS-E01,31.75,1011.45,44.77
2026-09-08 04:35:00,AWS-E01,31.31,1011.84,47.9
2026-09-08 04:40:00,AWS-E01,31.18,1011.03,45.75
2026-09-08 04:45:00,AWS-E01,31.13,1011.27,47.37
2026-09-08 04:50:00,AWS-E01,31.56,1010.73,47.26
2026-09-08 04:55:00,AWS-E01,30.77,1011.89,50.09
2026-09-08 05:00:00,AWS-E01,31.42,1011.64,49.31
2026-09-08 05:05:00,AWS-E01,30.96,1010.8,47.47
2026-09-08 05:10:00,AWS-E01,30.76,1010.89,51.0
2026-09-08 05:15:00,AWS-E01,31.61,1011.22,47.81
2026-09-08 05:20:00,AWS-E01,30.29,1010.55,50.75
2026-09-08 05:25:00,AWS-E01,30.45,1010.29,49.33
2026-09-08 05:30:00,AWS-E01,30.06,1010.84,50.31
2026-09-08 05:35:00,AWS-E01,30.74,1010.46,51.93
2026-09-08 05:40:00,AWS-E01,30.91,1010.43,52.27
2026-09-08 05:45:00,AWS-E01,30.81,1009.96,53.82
2026-09-08 05:50:00,AWS-E01,30.56,1009.54,52.02
2026-09-08 05:55:00,AWS-E01,29.97,1010.26,52.94
2026-09-08 06:00:00,AWS-E01,29.82,1010.46,52.17
2026-09-08 06:05:00,AWS-E01,29.27,1009.94,53.45
2026-09-08 06:10:00,AWS-E01,30.47,1010.54,54.19
2026-09-08 06:15:00,AWS-E01,29.82,1009.62,53.74
2026-09-08 06:20:00,AWS-E01,29.38,1009.42,51.55
2026-09-08 06:25:00,AWS-E01,29.92,1009.75,55.12
2026-09-08 06:30:00,AWS-E01,29.01,1009.68,55.55
2026-09-08 06:35:00,AWS-E01,29.39,1009.96,54.36
2026-09-08 06:40:00,AWS-E01,29.08,1009.28,53.84
2026-09-08 06:45:00,AWS-E01,29.26,1010.07,58.37
2026-09-08 06:50:00,AWS-E01,28.9,1010.25,57.28
2026-09-08 06:55:00,AWS-E01,28.31,1009.39,56.6
2026-09-08 07:00:00,AWS-E01,28.73,1009.85,55.64
2026-09-08 07:05:00,AWS-E01,28.96,1008.87,56.52
2026-09-08 07:10:00,AWS-E01,28.47,1009.67,60.11
2026-09-08 07:15:00,AWS-E01,28.64,1009.61,58.78
2026-09-08 07:20:00,AWS-E01,27.89,1009.48,58.16
2026-09-08 07:25:00,AWS-E01,28.13,1009.08,60.17
2026-09-08 07:30:00,AWS-E01,27.8,1007.86,58.6
2026-09-08 07:35:00,AWS-E01,28.17,1008.74,62.5
2026-09-08 07:40:00,AWS-E01,27.8,1008.7,62.7
2026-09-08 07:45:00,AWS-E01,27.91,1008.52,60.4
2026-09-08 07:50:00,AWS-E01,27.94,1008.92,60.58
2026-09-08 07:55:00,AWS-E01,27.68,1008.67,58.03
2026-09-08 08:00:00,AWS-E01,27.41,1008.47,60.17
2026-09-08 08:05:00,AWS-E01,26.85,1008.35,60.81
2026-09-08 08:10:00,AWS-E01,27.08,1008.45,63.46
2026-09-08 08:15:00,AWS-E01,26.77,1009.16,63.2
2026-09-08 08:20:00,AWS-E01,26.72,1008.43,62.11
2026-09-08 08:25:00,AWS-E01,26.59,1008.46,64.14
2026-09-08 08:30:00,AWS-E01,26.26,1008.47,65.76
2026-09-08 08:35:00,AWS-E01,25.79,1008.77,66.23
2026-09-08 08:40:00,AWS-E01,26.13,1008.81,63.02
2026-09-08 08:45:00,AWS-E01,26.31,1007.39,66.12
2026-09-08 08:50:00,AWS-E01,25.65,1009.01,64.67
2026-09-08 08:55:00,AWS-E01,26.01,1009.18,68.53
2026-09-08 09:00:00,AWS-E01,26.55,1008.18,68.79
2026-09-08 09:05:00,AWS-E01,26.12,1008.21,66.7
2026-09-08 09:10:00,AWS-E01,26.22,1008.43,67.32
2026-09-08 09:15:00,AWS-E01,25.66,1008.31,68.21
2026-09-08 09:20:00,AWS-E01,25.82,1008.71,65.95
2026-09-08 09:25:00,AWS-E01,25.04,1007.86,70.26
2026-09-08 09:30:00,AWS-E01,24.95,1008.2,69.77
2026-09-08 09:35:00,AWS-E01,24.1,1009.29,72.05
2026-09-08 09:40:00,AWS-E01,25.36,1008.32,69.37
2026-09-08 09:45:00,AWS-E01,25.37,1009.21,70.5
2026-09-08 09:50:00,AWS-E01,24.53,1008.88,69.58
2026-09-08 09:55:00,AWS-E01,24.52,1008.05,70.74
2026-09-08 10:00:00,AWS-E01,24.23,1009.06,70.88
2026-09-08 10:05:00,AWS-E01,24.52,1008.79,74.55
2026-09-08 10:10:00,AWS-E01,24.67,1008.69,72.4
2026-09-08 10:15:00,AWS-E01,23.56,1009.01,74.03
2026-09-08 10:20:00,AWS-E01,24.2,1009.14,73.66
2026-09-08 10:25:00,AWS-E01,23.86,1009.28,72.72
2026-09-08 10:30:00,AWS-E01,23.89,1009.51,74.75
2026-09-08 10:35:00,AWS-E01,23.91,1009.25,76.27
2026-09-08 10:40:00,AWS-E01,23.58,1008.59,73.93
2026-09-08 10:45:00,AWS-E01,23.51,1009.0,77.33
2026-09-08 10:50:00,AWS-E01,23.37,1010.42,75.2
2026-09-08 10:55:00,AWS-E01,23.69,1009.58,76.1
2026-09-08 11:00:00,AWS-E01,23.4,1010.3,77.97
2026-09-08 11:05:00,AWS-E01,23.23,1009.97,76.52
